Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
4845,Code Complete: A Practical Handbook of Software Construction,Steve McConnell,"McConnell, Steve",,"=""0735619670""","=""9780735619678""",0,4.30,Microsoft Press,Paperback,914,2004,1993,,2020/12/16,to-read,to-read (#53),to-read,,,,0,0
10959,Sophie’s World,Jostein Gaarder,"Gaarder, Jostein",Paulette Møller,"=""1857993284""","=""9781857993288""",0,3.96,Phoenix,Paperback,403,1995,1991,,2020/12/14,to-read,to-read (#52),to-read,,,,0,0
40611328,"Ishmael (Ishmael, #1)",Daniel Quinn,"Quinn, Daniel",,"=""""","=""""",0,4.01,Bantam,Kindle Edition,338,2009,1992,,2020/12/13,to-read,to-read (#51),to-read,,,,0,0
72011,Free Culture: The Nature and Future of Creativity,Lawrence Lessig,"Lessig, Lawrence",,"=""0143034650""","=""9780143034650""",0,4.11,Penguin Books,Paperback,368,2005,2004,,2020/12/13,to-read,to-read (#50),to-read,,,,0,0
942560,"Free Software, Free Society: Selected Essays",Richard M. Stallman,"Stallman, Richard M.","Lawrence Lessig, Joshua Gay","=""1882114981""","=""9781882114986""",0,4.10,Free Software Foundation,Hardcover,224,2002,2002,,2020/12/13,to-read,to-read (#49),to-read,,,,0,0
2333095,The Unlucky Australians (Australian Aborigines),Frank J. Hardy,"Hardy, Frank J.",,"=""0726000124""","=""9780726000126""",0,4.53,Gold Star Publications,Paperback,279,1972,1968,,2020/12/13,to-read,to-read (#48),to-read,,,,0,0
500740,Power Without Glory,Frank J. Hardy,"Hardy, Frank J.",,"=""""","=""""",0,3.92,Random House Australia,Hardcover,671,1982,1950,,2020/12/13,to-read,to-read (#47),to-read,,,,0,0
1005167,Living,Henry Green,"Green, Henry",,"=""0781200377""","=""9780781200370""",0,3.68,Reprint Services Corp,Hardcover,224,1988,1929,,2020/12/13,to-read,to-read (#46),to-read,,,,0,0
1113155,The Conquest of Bread (Working Classics),Pyotr Kropotkin,"Kropotkin, Pyotr",Demián Reyes,"=""1904859100""","=""9781904859109""",0,4.07,AK Press,Paperback,224,2006,1892,,2020/12/13,to-read,to-read (#45),to-read,,,,0,0
13237073,The Meaning of Freedom: And Other Difficult Dialogues (City Lights Open Media),Angela Y. Davis,"Davis, Angela Y.",Robin D.G. Kelley,"=""0872865800""","=""9780872865808""",0,4.47,City Lights Publishers,Paperback,202,2012,2009,,2020/12/13,to-read,to-read (#44),to-read,,,,0,0
779021,The Happy Prince and Other Tales,Oscar Wilde,"Wilde, Oscar",,"=""0679444734""","=""9780679444732""",0,4.18,Everyman's Library,Hardcover,96,1995,1888,,2020/12/13,to-read,to-read (#43),to-read,,,,0,0
913316,A Taste of Power: A Black Woman's Story,Elaine  Brown,"Brown, Elaine",,"=""0385471076""","=""9780385471077""",0,4.29,Anchor,Paperback,452,1994,1992,,2020/12/13,to-read,to-read (#42),to-read,,,,0,0
70561,The Gulag Archipelago 1918–1956 (Abridged),Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",Edward E. Ericson Jr.,"=""0060007761""","=""9780060007768""",0,4.33,HarperCollins,Paperback,512,2002,1973,,2020/12/13,to-read,to-read (#41),to-read,,,,0,0
844573,God and Man at Yale: The Superstitions of 'Academic Freedom',William F. Buckley Jr.,"Jr., William F. Buckley",John Chamberlain,"=""089526692X""","=""9780895266927""",0,3.71,ISI Conservative Classics,Paperback,298,2004,1951,,2020/12/13,to-read,to-read (#40),to-read,,,,0,0
36166009,The Federalist Papers,Alexander Hamilton,"Hamilton, Alexander","James Madison, John Jay","=""1542099420""","=""9781542099424""",0,4.10,AmazonClassics,Kindle Edition,592,2017,1788,,2020/12/13,to-read,to-read (#39),to-read,,,,0,0
13214,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,"Angelou, Maya",,"=""0553279378""","=""9780553279375""",0,4.30,Bantam Books,Paperback,289,1993,1969,,2020/12/13,to-read,to-read (#38),to-read,,,,0,0
3711,White Teeth,Zadie Smith,"Smith, Zadie",,"=""0375703861""","=""9780375703867""",0,3.79,Vintage,Paperback,448,2001,2000,,2020/12/13,to-read,to-read (#37),to-read,,,,0,0
4708,The Beautiful and Damned,F. Scott Fitzgerald,"Fitzgerald, F. Scott","Kermit Vanderbilt, Monty","=""0743451503""","=""9780743451505""",0,3.73,Simon & Schuster,Mass Market Paperback,422,2002,1922,,2020/12/12,to-read,to-read (#36),to-read,,,,0,0
33916061,We Were Eight Years in Power: An American Tragedy,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0399590560""","=""9780399590566""",0,4.38,One World,Hardcover,367,2017,2017,,2020/12/12,to-read,to-read (#35),to-read,,,,0,0
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.",,"=""048627263X""","=""9780486272634""",0,3.81,"Dover Publications, Inc.",Paperback,96,1992,1884,,2020/12/12,to-read,to-read (#34),to-read,,,,0,0
17910054,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""0805092994""","=""9780805092998""",0,4.16,Henry Holt and Co. (Georg von Holtzbrinck),Hardcover,336,2014,2014,,2020/12/12,to-read,to-read (#33),to-read,,,,0,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",0,3.92,Ace,Paperback,525,1991,1961,,2020/12/12,to-read,to-read (#32),to-read,,,,0,0
20564,The Mill on the Floss,George Eliot,"Eliot, George",,"=""0141439629""","=""9780141439624""",0,3.83,Penguin Classics,Paperback,579,2003,1860,,2020/12/07,to-read,to-read (#31),to-read,,,,0,0
77013,As I Lay Dying,William Faulkner,"Faulkner, William",,"=""""","=""""",0,3.72,Vintage,Paperback,288,1991,1930,,2020/12/07,to-read,to-read (#30),to-read,,,,0,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",4,4.40,Spiegel & Grau,Hardcover,152,2015,2015,2020/12/05,2020/12/06,,,read,,,,1,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",4,4.17,Bantam,Hardcover,244,2004,1951,2020/12/05,2020/09/20,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",5,3.89,Penguin Books,Paperback,107,2002,1937,,2019/04/25,,,read,,,,1,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",5,4.15,Penguin Books,Paperback,184,2005,1985,2019/12/28,2019/04/28,,,read,,,,1,0
39339934,Notes on Nationalism,George Orwell,"Orwell, George",,"=""0241339561""","=""9780241339565""",3,4.01,Penguin Classics,Paperback,52,2018,2012,2019/11/09,2019/11/09,,,read,,,,1,0
49930783,Why We're Polarized,Ezra Klein,"Klein, Ezra",,"=""1797107658""","=""9781797107653""",4,4.22,Simon  Schuster Audio,Audio CD,,2020,2020,2020/04/17,2020/01/08,,,read,,,,1,0
41552709,The Uninhabitable Earth: Life After Warming,David Wallace-Wells,"Wallace-Wells, David",,"=""0525576703""","=""9780525576709""",4,4.00,Tim Duggan Books,Hardcover,310,2019,2019,2020/07/13,2020/07/13,,,read,,,,1,0
5308,The Pearl,John Steinbeck,"Steinbeck, John",,"=""0142000698""","=""9780142000694""",3,3.54,Penguin Books,Paperback,96,2002,1947,2020/07/25,2020/07/25,,,read,,,,1,0
33369254,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"Fournier, Camille",,"=""1491973897""","=""9781491973899""",3,4.26,O'Reilly Media,Paperback,226,2017,2017,2020/12/04,2020/11/26,,,read,,,,1,0
51284188,The Ministry for the Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""""","=""""",0,3.88,Hatchette,Hardcover,480,2020,2020,,2020/11/30,to-read,to-read (#29),to-read,,,,0,0
44492285,"Dune Messiah (Dune, #2)",Frank Herbert,"Herbert, Frank",Brian Herbert,"=""0593098234""","=""9780593098233""",4,3.89,Ace,Mass Market Paperback,336,2019,1969,2020/11/28,2020/09/20,,,read,,,,1,0
18770267,Make It Stick: The Science of Successful Learning,Peter C. Brown,"Brown, Peter C.","Henry L. Roediger III, Mark A. McDaniel","=""0674729013""","=""9780674729018""",0,4.16,Belknap Press: An Imprint of Harvard University Press,Hardcover,313,2014,2014,,2020/11/26,to-read,to-read (#28),to-read,,,,0,0
369051,Democracy and Education,John Dewey,"Dewey, John",,"=""0684836319""","=""9780684836317""",0,4.03,Free Press,Paperback,384,1997,1916,,2020/11/26,to-read,to-read (#27),to-read,,,,0,0
35403039,The End of Policing,Alex S. Vitale,"Vitale, Alex S.",,"=""1784782912""","=""9781784782917""",4,4.18,Verso,Kindle Edition,272,2017,2017,2020/11/21,2020/04/21,,,read,,,,1,0
7865083,Liar's Poker,Michael   Lewis,"Lewis, Michael",,"=""039333869X""","=""9780393338690""",3,4.15,W. W. Norton & Company,Paperback,310,2010,1989,2020/01/05,2019/12/03,,,read,,,,1,0
181239,Metamagical Themas: Questing for the Essence of Mind and Pattern,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465045669""","=""9780465045662""",0,4.20,Basic Books,Paperback,852,1985,1985,,2020/11/25,to-read,to-read (#26),to-read,,,,0,0
1633905,Toward a Theory of Instruction (Belknap Press),Jerome Bruner,"Bruner, Jerome",,"=""0674897013""","=""9780674897014""",0,4.21,Belknap Press,Paperback,190,1974,1966,,2020/11/25,to-read,to-read (#25),to-read,,,,0,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",4,4.00,W. W. Norton & Company,Paperback,240,2019,1962,2020/10/03,2020/09/24,,,read,,,,2,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",5,4.28,Ace,Hardcover,658,2019,1965,2020/09/19,2020/09/15,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",5,4.00,Signet Classics,Mass Market Paperback,141,1996,1945,2019/11/21,2019/11/21,,,read,,,,1,0
4982,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Chris     Moore,"=""""","=""""",4,4.15,Gollancz,Paperback,224,1999,1959,2020/02/18,2019/12/15,,,read,,,,1,0
30334134,The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,"Lewis, Michael",,"=""0393254593""","=""9780393254594""",4,3.99,W. W. Norton & Company,Hardcover,362,2016,2016,2020/05/04,2020/04/18,,,read,,,,1,0
348524,Constructing the Political Spectacle,Murray Edelman,"Edelman, Murray",,"=""0226183998""","=""9780226183992""",5,3.96,University of Chicago Press,Paperback,142,1988,1988,2020/08/27,2020/08/27,,,read,,,,1,0
25852784,Evicted: Poverty and Profit in the American City,Matthew Desmond,"Desmond, Matthew",,"=""0553447432""","=""9780553447439""",5,4.47,Crown Publishers,Hardcover,418,2016,2016,2020/08/25,2020/08/14,,,read,,,,1,0
184612,Black Reconstruction in America 1860-1880,W.E.B. Du Bois,"Bois, W.E.B. Du",David Levering Lewis,"=""0684856573""","=""9780684856575""",0,4.51,Free Press,Paperback,746,1998,1935,,2020/08/14,to-read,to-read (#24),to-read,,,,0,0
16619,Democracy in America,Alexis de Tocqueville,"Tocqueville, Alexis de","Isaac Kramnick, Gerald Bevan","=""0140447601""","=""9780140447606""",0,4.05,Penguin Classics,Paperback,983,2003,1835,,2020/08/14,to-read,to-read (#23),to-read,,,,0,0
50726976,Entitled: How Male Privilege Hurts Women,Kate Manne,"Manne, Kate",,"=""1984826565""","=""9781984826565""",0,4.21,Crown,Kindle Edition,269,2020,2020,,2020/08/10,to-read,to-read (#22),to-read,,,,0,0
11667578,Reinventing Discovery: The New Era of Networked Science,Michael Nielsen,"Nielsen, Michael",,"=""0691148902""","=""9780691148908""",0,3.94,Princeton University Press,Hardcover,272,2011,2011,,2020/08/02,to-read,to-read (#21),to-read,,,,0,0
946185,Mathematics and Its History (Undergraduate Texts in Mathematics),John Stillwell,"Stillwell, John",,"=""0387953361""","=""9780387953366""",0,4.35,Springer,Hardcover,568,2001,1997,,2020/08/02,to-read,to-read (#20),to-read,,,,0,0
112243,Concrete Mathematics: A Foundation for Computer Science,Ronald Graham,"Graham, Ronald","Donald Knuth, Oren Patashnik","=""0201558025""","=""9780201558029""",0,4.34,Addison-Wesley Professional,Hardcover,672,1994,1988,,2020/08/02,to-read,to-read (#19),to-read,,,,0,0
101438,Skunk Works: A Personal Memoir of My Years at Lockheed,Ben R. Rich,"Rich, Ben R.",Leo Janos,"=""""","=""""",0,4.46,"Back Bay Books/Little, Brown & Co. (NY)",Paperback,382,1996,1994,,2020/07/31,to-read,to-read (#18),to-read,,,,0,0
2240876,The Rickover Effect: How One Man Made a Difference,Theodore Rockwell,"Rockwell, Theodore",,"=""1557507023""","=""9781557507020""",0,4.18,Naval Institute Press,Hardcover,456,1992,1992,,2020/07/31,to-read,to-read (#17),to-read,,,,0,0
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,"Christensen, Clayton M.",,"=""0060521996""","=""9780060521998""",5,4.05,Collins,Paperback,320,2003,1997,2020/07/08,2019/04/28,,,read,,,,1,0
23463279,Designing Data-Intensive Applications,Martin Kleppmann,"Kleppmann, Martin",,"=""""","=""""",5,4.71,O'Reilly,ebook,562,,2015,2020/06/24,2020/06/28,,,read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",4,3.99,Alfred A. Knopf,Hardcover,241,2006,2006,2020/07/06,2020/07/06,,,read,,,,1,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",0,4.17,Grand Central Publishing,Hardcover,296,2016,2016,,2020/06/13,to-read,to-read (#16),to-read,,,,0,0
13587160,"To Save Everything, Click Here: The Folly of Technological Solutionism",Evgeny Morozov,"Morozov, Evgeny",,"=""1610391381""","=""9781610391382""",0,3.68,PublicAffairs,Hardcover,415,2013,2013,,2020/06/04,to-read,to-read (#15),to-read,,,,0,0
24878857,Postcapitalism: A Guide to Our Future,Paul  Mason,"Mason, Paul",,"=""1846147387""","=""9781846147388""",0,3.76,Allen Lane,Hardcover,368,2015,2015,,2020/06/04,to-read,to-read (#14),to-read,,,,0,0
52304082,Bit Tyrants: The Political Economy of Silicon Valley,Rob Larson,"Larson, Rob",,"=""1642590878""","=""9781642590876""",0,3.89,Haymarket Books,ebook,249,2020,2020,,2020/06/01,to-read,to-read (#13),to-read,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",4,3.81,Crown,Hardcover,273,2019,2018,2020/02/02,2020/01/26,,,read,,,,1,0
22667569,"Creating a Learning Society: A New Approach to Growth, Development, and Social Progress",Joseph E. Stiglitz,"Stiglitz, Joseph E.","Philippe Aghion, Kenneth Arrow, Robert Solow, Michael Woodford","=""""","=""""",0,3.77,Columbia University Press,Kindle Edition,678,2014,2014,,2020/02/18,to-read,to-read (#12),to-read,,,,0,0
34640834,Down Girl: The Logic of Misogyny,Kate Manne,"Manne, Kate",,"=""0190604980""","=""9780190604981""",5,4.22,Oxford University Press,Hardcover,338,2017,2017,2020/01/18,2019/08/18,,,read,,,,1,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",4,4.15,Penguin,Paperback,306,1999,1963,2020/01/19,2020/01/18,,,read,,,,1,0
337517,Things Hidden Since the Foundation of the World,René Girard,"Girard, René","Stephen Bann, Michael Metteer","=""0804722153""","=""9780804722155""",0,4.24,Stanford University Press,Paperback,470,1987,1978,,2020/01/11,to-read,to-read (#11),to-read,,,,0,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",4,4.15,Crown Currency,Hardcover,195,2014,2014,2020/01/11,2020/01/11,,,read,,,,1,0
80339,The Soul of Man Under Socialism,Oscar Wilde,"Wilde, Oscar",,"=""1419183044""","=""9781419183041""",0,3.91,Kessinger Publishing,Paperback,48,2004,1891,,2019/12/15,to-read,to-read (#10),to-read,,,,0,0
5805,V for Vendetta,Alan             Moore,"Moore, Alan","David   Lloyd, Steve Whitaker, Siobhan Dodds","=""1401207928""","=""9781401207922""",5,4.26,Vertigo,Hardcover,296,2005,1990,,2019/08/29,,,read,,,,1,0
37570595,Friday Black,Nana Kwame Adjei-Brenyah,"Adjei-Brenyah, Nana Kwame",,"=""1328911241""","=""9781328911247""",2,4.05,Mariner Books,Paperback,194,2018,2018,2019/10/19,2019/09/25,,,read,,,,1,0
36696533,New Dark Age: Technology and the End of the Future,James Bridle,"Bridle, James",,"=""178663550X""","=""9781786635501""",3,4.04,Verso,Kindle Edition,357,2018,2018,2019/10/19,2019/10/13,,,read,,,,1,0
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",0,3.78,HarperTorch,Mass Market Paperback,540,2006,1974,2019/10/19,2018/11/04,,,read,,,,1,0
17987621,The Entrepreneurial State: Debunking Public vs. Private Sector Myths,Mariana Mazzucato,"Mazzucato, Mariana",Carlota Pérez,"=""0857282514""","=""9780857282514""",3,3.95,Anthem Press,Kindle Edition,266,2013,2011,2019/09/08,2019/07/22,,,read,,,,1,0
8695,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.20,Del Rey,Paperback,250,2005,1980,2019/09/28,2019/09/27,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.14,Anchor Books,Paperback,311,1998,1985,,2019/09/28,currently-reading,currently-reading (#8),currently-reading,,,,1,0
725789,What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computer Industry,John Markoff,"Markoff, John",,"=""0143036769""","=""9780143036760""",0,3.82,Penguin Publishing Group,Paperback,352,2006,2005,,2019/09/26,currently-reading,currently-reading (#7),currently-reading,,,,1,0
8171378,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0679444327""","=""9780679444329""",0,4.47,Random House,Hardcover,622,2010,2010,,2019/09/22,to-read,to-read (#9),to-read,,,,0,0
23529,From Hell,Alan             Moore,"Moore, Alan","Eddie Campbell, Pete Mullins","=""0861661419""","=""9780861661411""",0,4.19,Knockabout Comics ,Paperback,576,2007,1999,,2019/08/29,to-read,to-read (#8),to-read,,,,0,0
30227750,Why Knowledge Matters: Rescuing Our Children from Failed Educational Theories,E.D. Hirsch Jr.,"Jr., E.D. Hirsch",,"=""1612509525""","=""9781612509525""",4,4.20,Harvard Education Press,Paperback,280,2016,,2019/08/23,2019/07/12,,,read,,,,1,0
16241465,Paying for the Party: How College Maintains Inequality,Elizabeth A. Armstrong,"Armstrong, Elizabeth A.",Laura Hamilton,"=""0674049578""","=""9780674049574""",0,4.00,Harvard University Press,Hardcover,344,2013,2013,,2019/07/29,to-read,to-read (#7),to-read,,,,0,0
45771,Signifying Rappers: Rap and Race in the Urban Present,Mark Costello,"Costello, Mark",David Foster Wallace,"=""0880015357""","=""9780880015356""",3,3.30,The Ecco Press,Paperback,140,1997,1990,2019/07/26,2019/05/12,,,read,,,,1,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",0,3.95,Vintage,Paperback,255,2001,1925,2019/07/26,2019/05/10,,,read,,,,1,0
386162,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.23,Del Rey,Paperback,193,2007,1979,2019/07/21,2019/07/10,,,read,,,,1,0
18736925,Capital in the Twenty First Century,Thomas Piketty,"Piketty, Thomas",Arthur Goldhammer,"=""067443000X""","=""9780674430006""",0,4.06,Belknap Press: An Imprint of Harvard University Press,Hardcover,685,2014,2013,,2019/07/10,currently-reading,currently-reading (#6),currently-reading,,,,1,0
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",4,3.81,Vintage Contemporaries / Random House,Paperback,399,1991,1991,2019/07/09,2019/06/08,,,read,"Dave Chappelle comes to mind.<br/><br/>“I mean, really, I was fucking disgusted. But I couldn’t turn away.”",,,1,0
29780905,Messengers of the Right: Conservative Media and the Transformation of American Politics,Nicole Hemmer,"Hemmer, Nicole",,"=""081229307X""","=""9780812293074""",0,4.00,University of Pennsylvania Press,ebook,336,2016,2016,,2019/06/22,to-read,to-read (#6),to-read,,,,0,0
30553,The Road to Wigan Pier,George Orwell,"Orwell, George",Richard Hoggart,"=""""","=""""",5,3.91,Penguin Classics,Paperback,215,2001,1937,2019/06/11,2019/05/25,,,read,,,,1,0
26889576,The Big Short: Inside the Doomsday Machine,Michael   Lewis,"Lewis, Michael",,"=""039335315X""","=""9780393353150""",5,4.30,W. W. Norton & Company,Paperback,291,2015,2010,2019/05/25,2019/05/10,,,read,,,,1,0
2467566,The Long Tail: Why the Future of Business is Selling Less of More,Chris Anderson,"Anderson, Chris",,"=""1401309666""","=""9781401309664""",4,3.82,Hachette Books,Paperback,267,2008,2006,,2019/04/28,,,read,,,,1,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.28,Penguin,Paperback,671,2002,1866,,2019/05/10,currently-reading,currently-reading (#5),currently-reading,,,,1,0
78970,A Matter of Honor,Jeffrey Archer,"Archer, Jeffrey",,"=""0312933541""","=""9780312933548""",3,3.96,St. Martin's Paperbacks,Mass Market Paperback,368,2005,1986,,2019/05/10,,,read,,,,1,0
17986421,The New New Thing: A Silicon Valley Story,Michael   Lewis,"Lewis, Michael",,"=""0393347818""","=""9780393347814""",3,3.75,W. W. Norton & Company,Paperback,349,2014,1999,2019/05/10,2019/04/28,,,read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",3,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2019/05/08,,,read,,,,1,0
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",0,3.96,Alfred A. Knopf,Paperback,497,2005,2002,,2019/04/28,,,read,,,,1,0
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,"Strauss, Neil",,"=""0060554738""","=""9780060554736""",2,3.73,It Books,Imitation Leather,452,2005,2005,,2019/04/28,,,read,,,,1,0
7711871,Surfaces and Essences: Analogy as the Fuel and Fire of Thinking,Douglas R. Hofstadter,"Hofstadter, Douglas R.",Emmanuel Sander,"=""0465018475""","=""9780465018475""",0,3.82,Basic Books,Hardcover,578,2013,2011,,2019/04/28,once-started,once-started (#1),read,,,,0,0
363999,The Art of Computer Programming: Volume 3: Sorting and Searching,Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""0201896850""","=""0785342896855""",0,4.41,Addison-Wesley Professional,Hardcover,800,1998,1973,,2019/04/28,to-read,to-read (#4),to-read,,,,0,0
112246,"The Art of Computer Programming, Volume 2: Seminumerical Algorithms",Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""0201896842""","=""9780201896848""",0,4.43,Addison-Wesley Professional,Hardcover,784,1997,1969,,2019/04/28,to-read,to-read (#3),to-read,,,,0,0
28670512,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""""","=""""",0,4.41,Vintage Digital,Kindle Edition,150,2016,2016,,2019/04/28,to-read,to-read (#2),to-read,,,,0,0
415,Gravity’s Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""0143039946""","=""9780143039945""",0,4.01,Penguin Books,Paperback,776,2006,1973,,2019/04/25,currently-reading,currently-reading (#4),currently-reading,,,,1,0
40603783,The Defining Decade: Why Your Twenties Matter—And How to Make the Most of Them Now,Meg Jay,"Jay, Meg",,"=""""","=""""",3,4.11,Twelve,Kindle Edition,273,2012,2012,,2019/04/14,,,read,,,,1,0
4295,David Foster Wallace's Infinite Jest: A Reader's Guide,Stephen J. Burn,"Burn, Stephen J.",,"=""082641477X""","=""9780826414779""",0,3.82,Bloomsbury Academic,Paperback,96,2003,2012,,2019/04/14,to-read,to-read (#1),to-read,,,,0,0
5344,Hard Times,Charles Dickens,"Dickens, Charles","Jeff Nunokawa, Gage McWeeny","=""0321107217""","=""9780321107213""",0,3.55,Pearson,Paperback,384,2003,1854,,2019/04/14,,,read,,,,1,0
2473371,Gorgias,Plato,"Plato, Plato",Robin Waterfield,"=""0199540322""","=""9780199540327""",0,3.94,Oxford University Press,Paperback,172,2008,-380,,2019/04/14,,,read,,,,1,0
28259132,Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley,Antonio García Martínez,"Martínez, Antonio García",,"=""0062458191""","=""9780062458193""",2,3.71,Harper,Hardcover,528,2016,2016,,2018/11/18,,,read,,,,1,0
